id;nome;esfera;categoria;uf;criado_em;Ano do ato legal mais recente;Ato Legal de Criação;municipios;area;amazonia;caatinga;cerrado;mata;pampa;pantanal;mar;bioma;grupo;latitude;longitude
0540.42.3029;PARQUE NATURAL MUNICIPAL DO MORRO DA CRUZ;Municipal;Parque;SC;2013;2020;Lei ordinária 9321 de 28/08/2013;FLORIANÓPOLIS (SC);130.0;0;0;0;130;0;0;0;Mata Atlântica;Proteção Integral;-27.5945;-48.5477
0555.33.3689;ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DA CAMBRAIA;Municipal;Área de Proteção Ambiental;RJ;2015;2018;Decreto 1070/2015 de 27/03/2015;SEROPÉDICA (RJ);2434.0;0;0;0;2434;0;0;0;Mata Atlântica;Uso Sustentável;-22.7526;-43.7155
0560.31.2953;RESERVA BIOLÓGICA DE PINHEIRO GROSSO;Municipal;Reserva Biológica;MG;1987;2014;Lei ordinária 2250 de 30/11/1987;BARBACENA (MG);356.0;0;0;0;356;0;0;0;Mata Atlântica;Proteção Integral;-21.2214;-43.7703
0570.41.4196;PARQUE MUNICIPAL NATURAL MOZART ROCHA LOURES;Municipal;Parque;PR;2014;2016;Lei ordinária 2495  de 28/04/2014;CLEVELÂNDIA (PR);320.0;0;0;0;320;0;0;0;Mata Atlântica;Proteção Integral;-26.4043;-52.3508
0570.50.3619;PARQUE NATURAL MUNICIPAL DE NAVIRAÍ;Municipal;Parque;MS;2009;2017;Decreto 051/2009 de 18/03/2009;NAVIRAÍ (MS);16223.0;0;0;0;16223;0;0;0;Mata Atlântica;Proteção Integral;-23.0618;-54.1995
0580.33.1895;PARQUE NATURAL MUNICIPAL MONTANHAS DE TERESÓPOLIS;Municipal;Parque;RJ;2009;2023;Decreto 3.693 de 03/07/2009;TERESÓPOLIS (RJ);5361.0;0;0;0;5361;0;0;0;Mata Atlântica;Proteção Integral;-22.4165;-42.9752
0810.24.1851;PARQUE NATURAL MUNICIPAL DA CIDADE DO NATAL DOM NIVALDO MONTE;Municipal;Parque;RN;2006;2011;Decreto 8078 de 13/12/2006;NATAL (RN);62.0;0;0;0;62;0;0;0;Mata Atlântica;Proteção Integral;-5.79357;-35.1986
0830.42.3770;REFÚGIO DE VIDA SILVESTRE DE ITAPEMA;Municipal;Refúgio de Vida Silvestre;SC;2012;2021;Decreto 087/2012 de 14/12/2012;ITAPEMA (SC);2601.0;0;0;0;2601;0;0;0;Mata Atlântica;Proteção Integral;-27.0861;-48.616
0910.42.2927;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DA ILHA DO MORRO DO AMARAL;Municipal;Reserva de Desenvolvimento Sustentável;SC;1989;2012;Decreto 6.182 de 11/08/1989;JOINVILLE (SC);345.0;0;0;0;345;0;0;0;Mata Atlântica;Uso Sustentável;-26.3045;-48.8487
0930.25.1727;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DA BARRA DO RIO CAMARATUBA;Municipal;Área de Relevante Interesse Ecológico;PB;1998;2009;Lei complementar 001/98 de 02/04/1998;MATARACA (PB);168.0;0;0;0;168;0;0;0;Mata Atlântica;Uso Sustentável;-6.59673;-35.0531
1160.26.4250;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JIQUIÁ;Municipal;Área de Relevante Interesse Ecológico;PE;1996;2020;Lei ordinária 16176 de 09/04/1996;RECIFE (PE);41.0;0;0;0;41;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4257;ÁREA DE PROTEÇÃO AMBIENTAL SÍTIO DOS PINTOS;Municipal;Área de Proteção Ambiental;PE;1996;2020;Lei ordinária 16176 de 09/04/1996;RECIFE (PE);153.0;0;0;0;153;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4262;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO AÇUDE DE APIPUCOS;Municipal;Área de Relevante Interesse Ecológico;PE;1996;2020;Lei ordinária 16176 de 09/04/1996;RECIFE (PE);89.0;0;0;0;89;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4274;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CAPIVARAS;Municipal;Área de Relevante Interesse Ecológico;PE;2001;2020;Lei ordinária 16719 de 30/11/2001;RECIFE (PE);23.0;0;0;0;23;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4276;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DOIS UNIDOS;Municipal;Área de Relevante Interesse Ecológico;PE;1996;2020;Lei ordinária 16176 de 09/04/1996;RECIFE (PE);39.0;0;0;0;39;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4277;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHA DO ZECA;Municipal;Área de Relevante Interesse Ecológico;PE;2003;2020;Lei ordinária 16869 de 04/06/2003;RECIFE (PE);31.0;0;0;0;31;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4279;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO IPUTINGA;Municipal;Área de Relevante Interesse Ecológico;PE;1996;2020;Lei ordinária 16176 de 09/04/1996;RECIFE (PE);45.0;0;0;0;45;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4280;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JOANA BEZERRA;Municipal;Área de Relevante Interesse Ecológico;PE;1996;2020;Lei ordinária 16176 de 09/04/1996;RECIFE (PE);6.0;0;0;0;6;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4281;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DA VÁRZEA;Municipal;Área de Relevante Interesse Ecológico;PE;1996;2020;Lei ordinária 16176 de 09/04/1996;RECIFE (PE);796.0;0;0;0;796;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4282;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DO BARRO;Municipal;Área de Relevante Interesse Ecológico;PE;1996;2020;Lei ordinária 16176 de 09/04/1996;RECIFE (PE);189.0;0;0;0;189;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4283;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO RIO JORDÃO;Municipal;Área de Relevante Interesse Ecológico;PE;1996;2020;Lei ordinária 16176 de 09/04/1996;RECIFE (PE);22.0;0;0;0;22;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4284;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SÃO MIGUEL;Municipal;Área de Relevante Interesse Ecológico;PE;1996;2020;Lei ordinária 16176 de 09/04/1996;RECIFE (PE);44.0;0;0;0;44;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4285;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SÍTIO GRANDE;Municipal;Área de Relevante Interesse Ecológico;PE;2008;2020;Lei ordinária 23819 de 23/07/2008;RECIFE (PE);38.0;0;0;0;38;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4286;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO TAMANDARÉ;Municipal;Área de Relevante Interesse Ecológico;PE;1996;2020;Lei ordinária 16176 de 09/04/1996;RECIFE (PE);19.0;0;0;0;19;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4288;ÁREA DE PROTEÇÃO AMBIENTAL CAXANGÁ;Municipal;Área de Proteção Ambiental;PE;1996;2020;Lei ordinária 16176 de 09/04/1996;RECIFE (PE);108.0;0;0;0;108;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4289;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CURADO;Municipal;Área de Relevante Interesse Ecológico;PE;1996;2020;Lei ordinária 16176 de 09/04/1996;RECIFE (PE);118.0;0;0;0;118;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4291;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DAS NASCENTES;Municipal;Área de Relevante Interesse Ecológico;PE;1996;2020;Lei ordinária 16176 de 09/04/1996;RECIFE (PE);322.0;0;0;0;322;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4292;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATAS DO CURADO;Municipal;Área de Relevante Interesse Ecológico;PE;1996;2020;Lei ordinária 16176 de 09/04/1996;RECIFE (PE);411.0;0;0;0;411;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4311;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DOIS IRMÃOS;Municipal;Área de Relevante Interesse Ecológico;PE;1996;2021;Lei ordinária 16176 de 09/04/1996;RECIFE (PE);578.0;0;0;0;578;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1160.26.4312;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO BEBERIBE;Municipal;Área de Relevante Interesse Ecológico;PE;1996;2021;Lei ordinária 16176 de 09/04/1996;RECIFE (PE);3939.0;0;0;0;3939;0;0;0;Mata Atlântica;Uso Sustentável;-8.04666;-34.8771
1360.29.2321;PARQUE MUNICIPAL NATURAL DA BOA ESPERANÇA;Municipal;Parque;BA;2001;2015;Lei complementar 001 de 07/06/2001;ILHÉUS (BA);427.0;0;0;0;427;0;0;0;Mata Atlântica;Proteção Integral;-14.793;-39.046
1500.42.2944;ÁREA DE PROTEÇÃO AMBIENTAL DO RIO DOS BUGRES;Municipal;Área de Proteção Ambiental;SC;1998;2006;Lei ordinária 1093 de 17/08/1998;RIO NEGRINHO (SC);7058.0;0;0;0;7058;0;0;0;Mata Atlântica;Uso Sustentável;-26.2591;-49.5177
1500.42.2945;ÁREA DE PROTEÇÃO AMBIENTAL DA REPRESA ALTO RIO PRETO;Municipal;Área de Proteção Ambiental;SC;1998;2006;Lei ordinária 1095 de 17/08/1998;RIO NEGRINHO (SC);15558.0;0;0;0;15558;0;0;0;Mata Atlântica;Uso Sustentável;-26.2591;-49.5177
1580.42.4310;ÁREA DE PROTEÇÃO AMBIENTAL DO RIO VERMELHO;Municipal;Área de Proteção Ambiental;SC;1998;2011;Lei ordinária 246 de 14/08/1998;SÃO BENTO DO SUL (SC);23843.0;0;0;0;23843;0;0;0;Mata Atlântica;Uso Sustentável;-26.2495;-49.3831
1870.43.1975;PARQUE NATURAL MUNICIPAL BANHADO DA IMPERATRIZ;Municipal;Parque;RS;2005;2012;Lei ordinária 4330 de 30/09/2005;SÃO LEOPOLDO (RS);676.0;0;0;0;676;0;0;0;Mata Atlântica;Proteção Integral;-29.7545;-51.1498
2050.43.1948;PARQUE NATURAL MUNICIPAL DE SERTÃO;Municipal;Parque;RS;1998;2011;Lei ordinária 1.170/98 de 04/09/1998;SERTÃO (RS);614.0;0;0;0;614;0;0;0;Mata Atlântica;Proteção Integral;-27.9798;-52.2588
2420.31.2906;ÁREA DE PROTEÇÃO AMBIENTAL ALTO TABOÃO;Municipal;Área de Proteção Ambiental;MG;1998;2012;Lei ordinária 337 de 02/01/1998;ESPERA FELIZ (MG);7517.0;0;0;0;7517;0;0;0;Mata Atlântica;Uso Sustentável;-20.6508;-41.9119
2420.31.2941;ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA VARGEM ALEGRE;Municipal;Área de Proteção Ambiental;MG;1998;2012;Lei ordinária 336 de 02/01/1998;ESPERA FELIZ (MG);10704.0;0;0;0;10704;0;0;0;Mata Atlântica;Uso Sustentável;-20.6508;-41.9119
3030.35.1942;PARQUE NATURAL MUNICIPAL DA GROTA DE MIRASSOL;Municipal;Parque;SP;2001;2001;Lei complementar 2.462 de 12/12/2001;MIRASSOL (SP);20.0;0;0;0;20;0;0;0;Mata Atlântica;Proteção Integral;-20.8169;-49.5206
3800.35.2723;PARQUE NATURAL MUNICIPAL DO TRABIJU;Municipal;Parque;SP;1979;2009;Lei ordinária 1627 de 27/06/1979;PINDAMONHANGABA (SP);584.0;0;0;0;584;0;0;0;Mata Atlântica;Proteção Integral;-22.9246;-45.4613
4470.31.1522;ÁREA DE PROTEÇÃO AMBIENTAL DE NOVA ERA;Municipal;Área de Proteção Ambiental;MG;1998;2014;Decreto 1016/98 de 04/12/1998;NOVA ERA (MG);11500.0;0;0;0;11500;0;0;0;Mata Atlântica;Uso Sustentável;-19.7577;-43.0333
4730.31.3233;PARQUE MUNICIPAL NATURAL DO BREJO GRANDE;Municipal;Parque;MG;1980;2015;Lei ordinária 907 de 06/08/1980;PARAISÓPOLIS (MG);223.0;0;0;0;223;0;0;0;Mata Atlântica;Proteção Integral;-22.5539;-45.7803
5210.31.2858;PARQUE NATURAL MUNICIPAL TANCREDO NEVES - PASSA CINCO;Municipal;Parque;MG;2013;2011;Lei ordinária 3822/2013 de 23/12/2013;PONTE NOVA (MG);256.0;0;0;0;256;0;0;0;Mata Atlântica;Proteção Integral;-20.4111;-42.8978
5210.31.3627;ÁREA DE PROTEÇÃO AMBIENTAL RESERVA ECOLÓGICA VAU AÇU;Municipal;Área de Proteção Ambiental;MG;1999;1999;Lei ordinária 2.319/1999 de 08/04/1999;PONTE NOVA (MG);277.0;0;0;0;277;0;0;0;Mata Atlântica;Uso Sustentável;-20.4111;-42.8978
6100.31.3028;PARQUE NATURAL MUNICIPAL ELCI ROLLA GUERRA;Municipal;Parque;MG;1988;2014;Lei ordinária 183/88 de 28/11/1988;SÃO DOMINGOS DO PRATA (MG);49.0;0;0;0;49;0;0;0;Mata Atlântica;Proteção Integral;-19.8678;-42.971
6100.31.3862;PARQUE NATURAL MUNICIPAL BOSQUE CENTENARIO;Municipal;Parque;MG;1990;2017;Lei complementar 236 de 07/03/1990;SÃO DOMINGOS DO PRATA (MG);4.0;0;0;0;4;0;0;0;Mata Atlântica;Proteção Integral;-19.8678;-42.971
6870.31.2806;ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO TIMÓTEO;Municipal;Área de Proteção Ambiental;MG;2003;2015;Lei ordinária 2451 de 04/06/2003;TIMÓTEO (MG);3166.0;0;0;0;3166;0;0;0;Mata Atlântica;Uso Sustentável;-19.5811;-42.6471
6920.31.1527;ÁREA DE PROTEÇÃO AMBIENTAL ÁGUA SANTA DE MINAS;Municipal;Área de Proteção Ambiental;MG;2003;2014;Decreto 0067 de 12/12/2003;TOMBOS (MG);16095.0;0;0;0;16095;0;0;0;Mata Atlântica;Uso Sustentável;-20.9086;-42.0228
0000.00.0009;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Federal;Área de Proteção Ambiental;AL, PE;1997;2025;Decreto S/N de 23/10/1997;BARRA DE SANTO ANTÔNIO (AL) - BARREIROS (PE) - JAPARATINGA (AL) - MACEIÓ (AL) - MARAGOGI (AL) - PARIPUEIRA (AL) - PASSO DE CAMARAGIBE (AL) - PORTO CALVO (AL) - PORTO DE PEDRAS (AL) - SÃO JOSÉ DA COROA GRANDE (PE) - SÃO MIGUEL DOS MILAGRES (AL) - TAMANDARÉ (PE);495080.0;0;0;0;4904;0;0;490176;Área Marinha;Uso Sustentável;-9.15087;-35.356633333333335
0000.00.0014;ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE;Federal;Área de Proteção Ambiental;SP;1984;1995;Decreto Nº 90.347 de 23/10/1984;CANANÉIA (SP) - IGUAPE (SP) - ILHA COMPRIDA (SP) - ITARIRI (SP) - JACUPIRANGA (SP) - MIRACATU (SP) - PERUÍBE (SP);202310.0;0;0;0;201857;0;0;453;Mata Atlântica;Uso Sustentável;-24.573200000000003;-47.52425714285714
0000.00.0015;ÁREA DE PROTEÇÃO AMBIENTAL DE FERNANDO DE NORONHA - ROCAS - SÃO PEDRO E SÃO PAULO;Federal;Área de Proteção Ambiental;PE;1986;1988;Decreto Nº 92.755 de 05/06/1986;FERNANDO DE NORONHA (PE);154358.0;0;0;0;787;0;0;153571;Área Marinha;Uso Sustentável;-3.8396;-32.4107
0000.00.0034;MONUMENTO NATURAL DO ARQUIPÉLAGO DAS ILHAS CAGARRAS;Federal;Monumento Natural;RJ;1989;2010;Resolução Nº 11 de 14/09/1989;RIO DE JANEIRO (RJ);91.0;0;0;0;63;0;0;28;Mata Atlântica;Proteção Integral;-22.9129;-43.2003
0000.00.0054;ESTAÇÃO ECOLÓGICA DE GUARAQUEÇABA;Federal;Estação Ecológica;PR;1982;1997;Decreto Nº 87.222 de 31/05/1982;GUARAQUEÇABA (PR);4370.0;0;0;0;4357;0;0;13;Mata Atlântica;Proteção Integral;-25.3071;-48.3204
0000.00.0142;PARQUE NACIONAL DA SERRA DA BOCAINA;Federal;Parque;RJ, SP;1971;1972;Decreto Nº 68.172 de 04/02/1971;ANGRA DOS REIS (RJ) - AREIAS (SP) - CUNHA (SP) - PARATY (RJ) - SÃO JOSÉ DO BARREIRO (SP) - UBATUBA (SP);106566.0;0;0;0;106407;0;0;159;Mata Atlântica;Proteção Integral;-22.991583333333335;-44.72578333333333
0000.00.0178;PARQUE NACIONAL DO SUPERAGUI;Federal;Parque;PR;1989;1997;Decreto nº 97.688 de 25/04/1989;GUARAQUEÇABA (PR);33861.0;0;0;0;33695;0;0;166;Mata Atlântica;Proteção Integral;-25.3071;-48.3204
0000.00.0182;PARQUE NACIONAL E HISTÓRICO DO MONTE PASCOAL;Federal;Parque;BA;1961;2000;Decreto nº 242 de 29/11/1961;PORTO SEGURO (BA);22240.0;0;0;0;22188;0;0;52;Mata Atlântica;Proteção Integral;-16.4435;-39.0643
0000.00.0190;REFÚGIO DE VIDA SILVESTRE DA ILHA DOS LOBOS;Federal;Refúgio de Vida Silvestre;RS;1983;2005;Decreto Nº 88.463 de 04/07/1983;TORRES (RS);142.0;0;0;0;3;0;0;140;Área Marinha;Proteção Integral;-29.3334;-49.7333
0000.00.1401;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA AVAÍ;Federal;Reserva Particular do Patrimônio Natural;BA;1990;1990;Portaria 701 de 10/05/1990;CARAVELAS (BA);464.0;0;0;0;311;0;0;153;Mata Atlântica;Uso Sustentável;-17.7268;-39.2597
0000.23.0947;PARQUE ESTADUAL MARINHO DA PEDRA DA RISCA DO MEIO;Estadual;Parque;CE;1997;2021;Lei ordinária 12.717 de 05/09/1997;FORTALEZA (CE);4794.0;0;0;0;0;0;0;4794;Área Marinha;Proteção Integral;-3.71664;-38.5423
0000.26.1929;ÁREA DE PROTEÇÃO AMBIENTAL DE SANTA CRUZ;Estadual;Área de Proteção Ambiental;PE;2008;2017;Decreto 32.488/2008 de 17/10/2008;GOIANA (PE) - ILHA DE ITAMARACÁ (PE) - ITAPISSUMA (PE);38750.0;0;0;0;24975;0;0;13775;Mata Atlântica;Uso Sustentável;-7.69208;-34.90776666666667
0000.29.0299;ÁREA DE PROTEÇÃO AMBIENTAL JOANES - IPITANGA;Estadual;Área de Proteção Ambiental;BA;1999;2023;Decreto 7.596 de 05/06/1999;CAMAÇARI (BA) - CANDEIAS (BA) - DIAS D'ÁVILA (BA) - LAURO DE FREITAS (BA) - SALVADOR (BA) - SÃO FRANCISCO DO CONDE (BA) - SÃO SEBASTIÃO DO PASSÉ (BA) - SIMÕES FILHO (BA);66304.0;0;0;0;66291;0;0;13;Mata Atlântica;Uso Sustentável;-12.7220875;-38.445025
0000.29.0309;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE;Estadual;Área de Proteção Ambiental;BA;1993;2003;Decreto 2.186 de 07/06/1993;ITACARÉ (BA) - URUÇUCA (BA);62609.0;0;0;0;62590;0;0;19;Mata Atlântica;Uso Sustentável;-14.437349999999999;-39.1405
0000.29.0312;ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA;Estadual;Área de Proteção Ambiental;BA;1993;2003;Decreto 2.217 de 14/06/1993;ALMADINA (BA) - COARACI (BA) - ILHÉUS (BA) - ITAJUÍPE (BA) - URUÇUCA (BA);158403.0;0;0;0;158285;0;0;118;Mata Atlântica;Uso Sustentável;-14.6828;-39.379599999999996
0000.29.0319;ÁREA DE PROTEÇÃO AMBIENTAL DO PRATIGI;Estadual;Área de Proteção Ambiental;BA;1998;2001;Decreto 7.272 de 02/04/1998;IBIRAPITANGA (BA) - IGRAPIÚNA (BA) - ITUBERÁ (BA) - NILO PEÇANHA (BA) - PIRAÍ DO NORTE (BA);93087.0;0;0;0;92932;0;0;155;Mata Atlântica;Uso Sustentável;-13.816460000000001;-39.23112
0000.32.0332;PARQUE ESTADUAL PAULO CÉSAR VINHA;Estadual;Parque;ES;1990;1994;Decreto 2993-N de 05/06/1990;GUARAPARI (ES);1505.0;0;0;0;1504;0;0;0;Mata Atlântica;Proteção Integral;-20.6772;-40.5093
0000.32.0338;ÁREA DE PROTEÇÃO AMBIENTAL DE SETIBA;Estadual;Área de Proteção Ambiental;ES;1994;1998;Decreto 3747 de 12/09/1994;GUARAPARI (ES) - VILA VELHA (ES);10972.0;0;0;0;4107;0;0;6865;Área Marinha;Uso Sustentável;-20.50945;-40.3984
0000.33.0723;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO AVENTUREIRO;Estadual;Reserva de Desenvolvimento Sustentável;RJ;1990;2014;Decreto nº 15983 de 27/11/1990;ANGRA DOS REIS (RJ);1900.0;0;0;0;129;0;0;1771;Área Marinha;Uso Sustentável;-23.0011;-44.3196
0000.33.0728;RESERVA BIOLÓGICA ESTADUAL DA PRAIA DO SUL;Estadual;Reserva Biológica;RJ;1981;2014;Decreto Estadual n° 4.972 de 02/12/1981;ANGRA DOS REIS (RJ);3267.0;0;0;0;3249;0;0;18;Mata Atlântica;Proteção Integral;-23.0011;-44.3196
0000.33.1476;PARQUE ESTADUAL DA SERRA DA TIRIRICA;Estadual;Parque;RJ;1991;2012;Lei ordinária Estadual nº 1.901 de 29/11/1991;MARICÁ (RJ) - NITERÓI (RJ);3434.0;0;0;0;3245;0;0;189;Mata Atlântica;Proteção Integral;-22.9093;-42.964
0000.33.1477;PARQUE ESTADUAL DA ILHA GRANDE;Estadual;Parque;RJ;1971;2007;Decreto Estadual nº 15.273 de 26/06/1971;ANGRA DOS REIS (RJ);12090.0;0;0;0;11986;0;0;104;Mata Atlântica;Proteção Integral;-23.0011;-44.3196
0000.33.1482;RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA;Estadual;Reserva Biológica;RJ;1974;2010;Decreto Decreto Estadual nº 7.549 de 20/11/1974;RIO DE JANEIRO (RJ);3361.0;0;0;0;3010;0;0;351;Mata Atlântica;Proteção Integral;-22.9129;-43.2003
0000.35.0798;PARQUE ESTADUAL DA SERRA DO MAR;Estadual;Parque;SP;1977;2010;Decreto 10251 de 30/08/1977;BERTIOGA (SP) - BIRITIBA MIRIM (SP) - CARAGUATATUBA (SP) - CUBATÃO (SP) - CUNHA (SP) - ITANHAÉM (SP) - JUQUITIBA (SP) - MOGI DAS CRUZES (SP) - MONGAGUÁ (SP) - NATIVIDADE DA SERRA (SP) - PARAIBUNA (SP) - PEDRO DE TOLEDO (SP) - PERUÍBE (SP) - PRAIA GRANDE (SP) - SALESÓPOLIS (SP) - SANTO ANDRÉ (SP) - SANTOS (SP) - SÃO BERNARDO DO CAMPO (SP) - SÃO LUIZ DO PARAITINGA (SP) - SÃO PAULO (SP) - SÃO SEBASTIÃO (SP) - SÃO VICENTE (SP) - UBATUBA (SP);322296.0;0;0;0;322166;0;0;130;Mata Atlântica;Proteção Integral;-23.73206521739131;-46.15324782608696
0000.35.0862;ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS;Estadual;Estação Ecológica;SP;1986;2013;Decreto 24.646 de 20/01/1986;IGUAPE (SP) - ITARIRI (SP) - MIRACATU (SP) - PERUÍBE (SP);84380.0;0;0;0;84349;0;0;31;Mata Atlântica;Proteção Integral;-24.39275;-47.29774999999999
0000.35.1723;APA MARINHA DO LITORAL CENTRO;Estadual;Área de Proteção Ambiental;SP;2008;2013;Decreto 53.526 de 08/10/2008;BERTIOGA (SP) - GUARUJÁ (SP) - ITANHAÉM (SP) - MONGAGUÁ (SP) - PERUÍBE (SP) - PRAIA GRANDE (SP) - SANTOS (SP) - SÃO VICENTE (SP);455803.0;0;0;0;3739;0;0;452063;Área Marinha;Uso Sustentável;-24.0404;-46.493587500000004
0000.35.1724;APA MARINHA DO LITORAL SUL;Estadual;Área de Proteção Ambiental;SP;2008;2013;Decreto 53.527 de 08/10/2008;CANANÉIA (SP) - IGUAPE (SP) - ILHA COMPRIDA (SP);368387.0;0;0;0;673;0;0;367714;Área Marinha;Uso Sustentável;-24.8147;-47.67536666666666
0000.35.1964;PARQUE ESTADUAL RESTINGA DE BERTIOGA;Estadual;Parque;SP;2010;2025;Decreto 56.500 de 09/12/2010;BERTIOGA (SP);9720.0;0;0;0;9719;0;0;1;Mata Atlântica;Proteção Integral;-23.8486;-46.1396
0000.42.0786;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Estadual;Parque;SC;1975;2009;Decreto 1260 de 01/11/1975;ÁGUAS MORNAS (SC) - FLORIANÓPOLIS (SC) - IMARUÍ (SC) - PALHOÇA (SC) - PAULO LOPES (SC) - SANTO AMARO DA IMPERATRIZ (SC) - SÃO BONIFÁCIO (SC) - SÃO MARTINHO (SC);83909.0;0;0;0;83822;0;0;87;Mata Atlântica;Proteção Integral;-27.8722375;-48.7807125
0023.33.2050;PARQUE NATURAL MUNICIPAL DOS CORAIS DE ARMAÇÃO DOS BÚZIOS;Municipal;Parque;RJ;2009;2011;Decreto 135 de 06/11/2009;ARMAÇÃO DOS BÚZIOS (RJ);57.0;0;0;0;8;0;0;49;Área Marinha;Proteção Integral;-22.7528;-41.8846
0200.33.3981;ÁREA DE PROTEÇÃO AMBIENTAL ITAGUAÍ ITINGUSSÚ ESPIGÃO TAQUARA;Municipal;Área de Proteção Ambiental;RJ;2012;2013;Lei ordinária Lei n° 3.058/12 de 13/12/2012;ITAGUAÍ (RJ);13590.0;0;0;0;13590;0;0;0;Mata Atlântica;Uso Sustentável;-22.8636;-43.7798
0240.33.2028;ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPELAGO DE SANTANA;Municipal;Área de Proteção Ambiental;RJ;1989;2011;Lei ordinária 1.216/1989 de 15/09/1989;MACAÉ (RJ);47319.0;0;0;0;0;0;0;47319;Área Marinha;Uso Sustentável;-22.3768;-41.7848
0330.33.3156;PARQUE NATURAL MUNICIPAL DE NITERÓI;Municipal;Parque;RJ;2014;2020;Decreto 11744 de 23/10/2014;NITERÓI (RJ);896.0;0;0;0;889;0;0;7;Mata Atlântica;Proteção Integral;-22.8832;-43.1034
0330.33.3169;ÁREA DE PROTEÇÃO AMBIENTAL DOS MORROS DA GUANABARA;Municipal;Área de Proteção Ambiental;RJ;2014;2022;Decreto 11744/2014 de 23/10/2014;NITERÓI (RJ);526.0;0;0;0;526;0;0;1;Mata Atlântica;Uso Sustentável;-22.8832;-43.1034
0330.33.3965;ÁREA DE PROTEÇÃO AMBIENTAL  DA FORTALEZA DE SANTA CRUZ E DOS FORTES DO PICO E DO RIO BRANCO;Municipal;Área de Proteção Ambiental;RJ;2002;2024;Lei ordinária 1967 de 04/04/2002;NITERÓI (RJ);125.0;0;0;0;124;0;0;1;Mata Atlântica;Uso Sustentável;-22.8832;-43.1034
